ISBN,Book-Title,Year-Of-Publication,Author-ID,Book-Author
0140100032,Ian Shoales' Perfect World,1988,4247,Merle Kessler
0684870673,Lies Across America : What Our Historic Sites Get Wrong,2000,1591,James W. Loewen
093914994X,The Curious Eat Themselves,1993,2851,John Straley
0552143774,Horse Whisperer,0,810,Nicholas Evans
0886193540,Sleepwalker,1990,4248,June Callwood
0142004278,Big Fish,2003,4249,Daniel Wallace
0451192036,Black Like Me,1996,4250,John Howard Griffin
0310217598,Word of Honor,1999,4251,Terri Blackstock
031021758X,Shadow of Doubt,1998,4251,Terri Blackstock
1568654782,Shunning,0,4252,Beverly Lewis
8807810786,Comici Spaventati Guerrieri,0,1260,Stefano Benni
8804501596,Il Momento E Catartico,2002,4253,Oreglio Flavio
8807811987,"Baol Una Tranquilla Notte Di Regime (Fiction, Poetry and Drama)",0,2220,Benni
8807812061,Garzanti - Gli Elefanti: Eva Luna Racconta,0,4254,Allende
8817853747,Insciallah: Romanzo,1990,4255,Oriana Fallaci
0140434186,Wuthering Heights (Penguin Classics),1996,804,Emily Bronte
0141182458,Dubliners (Penguin Modern Classics),2000,177,James Joyce
0595140459,I Married Dr. Jekyll and Woke Up Mrs. Hyde: Or What Happens to Love,2000,4256,"Alma H., Ph.D. Bond"
0913559482,The Autobiography of Maria Callas: A Novel,1998,4257,Alma H. Bond
8435015963,Cuentos Ciertos E Inciertos,2002,4258,Naguib Mahfuz
8420633127,Ficciones,1997,4259,Jorge Luis Borges
8420633135,El Libro de Arena,1997,4259,Jorge Luis Borges
0517189186,"The Clan of the Cave Bear (Earth's Children Series , No 1)",1998,2277,Jean M. Auel
0374148570,Eucalyptus,1998,3777,Murray Bail
8433914553,"Erecciones, Eyaculaciones, Exhibiciones",1995,814,Charles Bukowski
8401427568,El coronel no tiene quien le escriba,1999,127,Gabriel Garcia Marquez
9681336089,Vivir Para Contarla / To Live to Tell It (Spanish),2002,4260,Gabriel Garcia Marques
0375700668,A Samba for Sherlock,1998,4261,Jo Soares
0743204239,Lo es : Una memoria,2000,202,Frank McCourt
0192833863,Dracula (Oxford World's Classics),1998,724,Bram Stoker
067931041X,The Dominion of Wyley McFadden,2000,4262,Scott Gardiner
0805041508,"Last Rites: A Novel (Harvey, John, Charles Resnick Novels.)",1999,4263,John Harvey
0380977702,Shadows of Sin: A Jessie Drake Mystery (Jessie Drake Mysteries (Hardcover)),2001,4264,Rochelle Krich
096774590X,Lofting,2001,4265,Alma Marceau
0446531480,A Body to Die For,2003,4129,Kate White
3442353971,Geheimakte Proteus.,2001,960,F. Paul Wilson
0451207645,The Oath,2003,4266,John Lescroart
0316092738,I Will Sing Life: Voices from the Hole in the Wall Gang Camp,1992,4267,Larry Berger
0743428188,The Twentieth Wife: A Novel,2003,4268,Indu Sundaresan
8433914871,Pulp,1997,814,Charles Bukowski
0590598856,Dumb and Dumber Joke Book,1996,4269,Megan Stine
0061000078,Billy Bathgate: A Novel,1991,700,E. L. Doctorow
0671670689,Dawn (Cutler),1990,1013,V.C. Andrews
0449000869,Ashworth Hall (Charlotte &amp; Thomas Pitt Novels (Paperback)),1998,4270,ANNE PERRY
0446605581,Fat Tuesday,1998,108,Sandra Brown
0441694543,Quozl,1989,1853,Alan Dean Foster
044640344X,Smoke,1996,4271,Donald E. Westlake
1572972181,The Crow: City of Angels : A Novel,1996,4272,Chet Williamson
0345395069,Reign in Hell,1998,2824,William Diehl
0425148343,Wednesday's Child: An Inspector Banks Mystery,1996,4273,Peter Robinson
0515117552,Pure Instinct,1996,4274,Robert W. Walker
042514545X,Fool's Puzzle,1995,4275,Earlene Fowler
0553298836,Copy Kat (Kat Colorado Mysteries),1990,4276,KAREN KIJEWSKI
0425156729,Gallow's View (Inspector Banks Mysteries (Paperback)),1997,4273,Peter Robinson
042516988X,Stray Kat Waltz (Kat Colorado Mysteries),1999,4277,Karen Kijewski
0380794772,In a Dry Season,2000,4273,Peter Robinson
0671011375,Death du Jour,2000,1010,Kathy Reichs
0515124796,Cold Blood,1999,4278,Lynda LA Plante
0515126489,Critical Mass,1999,4279,Steven Paul Martini
0679753826,Mohawk (Vintage Contemporaries),1994,391,Richard Russo
0380974282,Purification Ceremony,1997,4280,Mark T. Sullivan
0684196778,HANGMAN'S ROOT,1994,4281,Susan Wittig Albert
0399142851,Unnatural Exposure,1997,427,Patricia Daniels Cornwell
0399146253,The Last Precinct,2000,427,Patricia Daniels Cornwell
0316693294,Cat and Mouse,1997,109,James Patterson
0892964111,Poor Butterfly,1990,4282,Stuart M. Kaminsky
0671042742,The Honourable Schoolboy,2000,1674,John le Carre
0385480385,Wilderness of Mirrors,1996,4283,Linda Davies
0385488424,Sunset Limited,1998,792,James Lee Burke
0553096834,Couplehood,1994,262,Paul Reiser
0425130746,Sisters in Crime 4,1991,4284,Marilyn Wallace
0553102133,The Last Family,1996,2211,John R. Miller
0345391330,Perfect Justice,1995,1625,William Bernhardt
0345334019,Escape the Night,1995,36,Richard North Patterson
055356966X,By Evil Means (Phoebe Siegel Mystery),1995,4285,SANDRA WEST PROWELL
0553574663,The Grilling Season,1998,2827,Diane Mott Davidson
0451180054,Trial by Fire,1996,3731,Nancy Taylor Rosenberg
0812590554,White Smoke: A Novel About the Next Papal Conclave,1997,1250,Andrew M. Greeley
055357924X,Kissed a Sad Goodbye (Duncan Kincaid/Gemma James Novels (Paperback)),2001,4286,Deborah Crombie
0061093920,Render Up the Body : A Novel of Suspense,1998,4287,Marianne Wesson
0671898779,Rescue,1995,4288,Jeremiah Healy
0812571991,Legacies : A Repairman Jack Novel (Repairman Jack),2000,960,F. Paul Wilson
0451199650,Stealing Time (April Woo Suspense Novels (Paperback)),2000,1120,Leslie Glass
0451197429,The Disappearance,1999,4289,J. F. Freedman
0553102346,Deception on His Mind,1997,2769,Elizabeth George
0399146504,The Devil's Code,2000,483,John Sandford
0312143648,Malice Prepense,1996,4290,Kate Wilhelm
0553099590,Guilty As Sin,1996,4291,Tami Hoag
038530000X,A Woman's Eye,1991,552,Sara Paretsky
3499233312,Wie die Tiere.,2002,4292,Wolf Haas
0140620508,Ivanhoe (Penguin Popular Classics),1994,4293,Walter Scott
1895565545,The Group of Seven and Tom Thomson: An Introduction,1995,4294,Anne Newlands
0416469604,Tao of Pooh (Magnet Special),1987,72,Benjamin Hoff
1841120685,?What If!: How to Start a Creative Revolution at Work,2001,4295,Dave Allan
0044402449,Immortal Blood,1988,4017,Barbara Hambly
0749425628,How to Be Better at Managing Change (How to Be Better Series),1998,4296,David Hussey
0273622218,All Change: Project Manager's Secret Handbook (Financial Times Management),1996,4297,Eddie Obeng
0751530328,Thin Air,2002,4298,Storm Constantine
0140431020,Lady Susan ; The Watsons ; Sanditon (Penguin English Library),1975,42,Jane Austen
0749418222,Develop Your Assertiveness (Better Management Skills Series),1996,4299,Sue Bishop
0241141095,Hotel World,2001,4300,Ali Smith
0450547434,Creed,1996,954,James Herbert
0340766638,Sweet Dreams Are Made of This a Dark Fai,0,4301,Margaret Burt
0860680649,Surfacing,0,338,Margaret Atwood
0140040021,The Hothouse by the East River,1977,4302,Muriel Spark
2253098183,,1996,592,Emile Zola
0312997159,A Summer in the Country,2004,4303,Marcia Willett
0786890061,No Witnesses,2001,1706,Ridley Pearson
0553279378,I Know Why the Caged Bird Sings,1983,340,MAYA ANGELOU
0440209986,Not Exactly a Brahmin,1991,4304,Susan Dunlap
0380788640,Murder on the Yukon Quest: An Alaska Mystery,2000,3760,Sue Henry
0380788632,Death Takes Passage (Alaska Mysteries (Paperback)),1998,3760,Sue Henry
0380717581,Murder on the Iditarod Trail (Alaska Mysteries (Paperback)),1993,3760,Sue Henry
0684826143,The Funeral Makers,1997,4305,Cathie Pelletier
1551666987,Marriage by the Book,2003,4306,Joan Johnston
0425176037,Shell Game (Kathleen Mallory Novels (Paperback)),2000,1713,Carol O'Connell
0156013126,The Same Sea,2002,4307,Amos Oz
0446610941,Misfortune,2002,4308,Nancy Geary
0425083837,The Hunt for Red October,1985,123,Tom Clancy
0425135721,McNally's Secret (Archy McNally Novels (Paperback)),1994,1685,Lawrence Sanders
0515130540,Meet Me at Midnight,2001,4309,Jacqueline Navin
0515090654,Twice Loved,1984,4310,Lavyrle Spencer
0553292722,Still Waters,1992,484,TAMI HOAG
0380721643,Track of the Cat (Anna Pigeon Mysteries (Paperback)),1994,280,Nevada Barr
0425183750,Blood Lure,2002,280,Nevada Barr
0445408502,The Cheshire Cat's Eye,1990,2470,Marcia Muller
0553270486,The Robert Half Way to Get Hired in Today's Job Market,1989,4311,Robert Half
0380798573,The Falcon at the Portal: An Amelia Peabody Mystery,2000,771,Elizabeth Peters
0452282268,Le Mariage,2001,394,Diane Johnson
0786867787,Spilling Clarence: A Novel,2002,4312,Anne Ursu
0307001253,"Happy and Sad, Grouchy and Glad (Little Golden Book)",1995,2133,Golden Books
0590484133,The Magic School Bus Hops Home: A Book About Animal Habitats,1995,4313,Patricia Relf
067982412X,"Knight At Dawn (Magic Tree House 2, paper)",1993,4314,Mary Pope Osborne
0373227272,"Confiscated Conception (Harlequin Intrigue, 727)",2003,4315,Delores Fossen
0373872410,Loving Ways (Love Inspired),2003,4316,Gail Gaymer Martin
0671550578,The STAR GROUP PAPERBACK,1997,2813,Christopher Pike
0671550764,CHRISTOPHER PIKE'S TALES OF TERROR #2,1998,2813,Christopher Pike
0373226918,The Bride's Rescuer,2002,4317,Charlotte Douglas
0761118691,Father to Son: Life Lessons on Raising a Boy,2000,4318,Jr. Harry H. Harrison
0671680080,Star Trek V: The Final Frontier,1989,4319,J.M. Dillard
0345354621,The Terminal Man,1988,28,Michael Crichton
0671442686,Restaurant at the End of the Universe,1982,154,Douglas Adams
0671525808,So Long and Thanks for all the Fish,1985,154,Douglas Adams
0671684027,Metamorphosis (Star Trek: The Next Generation),1990,927,Jean Lorrah
0671701304,"GULLIVERS FUGITIVES STAR TREK NEXT GENERATION #11 (Star Trek : the Next Generation, No 11)",1990,4320,Keith Sharee
0380773066,"Dark Mirror, Dark Dreams",1994,4321,Sharon Green
0812516214,Dreams Underfoot,1995,4322,Charles De Lint
0446602299,Alien: Resurrection - The Novelization,1997,673,A. C. Crispin
0312954115,The Cheapskate Monthly Money Makeover,1995,4323,Mary Hunt
0671742493,Delta Of Venus,1991,4324,Anais Nin
0451511328,Frankenstein,1965,269,Mary Wollstonecraft Shelley
0671441515,Othello,1981,326,William Shakespeare
0867211725,Elfquest: Journey to Sorrows End,1982,4325,Wendy Pini
0140111891,Mixed Blessings: Overcoming the Stumbling Blocks in an Interfaith Marriage,1989,4326,Paul Cowan
0061054143,The X-Files: Goblins,1994,4327,Charles Grant
0449220893,Beast,1992,2481,Peter Benchley
0064420485,Wolfman Sam (A Trophy Chapter Book),1996,4328,Elizabeth Levy
0590939351,"Stop That Eyeball! (Spencer's Adventures, No 1)",1997,4329,Gary Hogg
078688214X,Hemingway in Love and War: The Lost Diary of Agnes Von Kurowsky,1996,4330,Agnes Von Kurowsky
0446391301,Geek Love,1993,4331,Katherine Dunn
0743233026,Sin Killer,2002,61,Larry McMurtry
3442722403,,1997,4332,Brigitte Aubert
3442720117,Und Nietzsche Weinte,1996,4333,Irvin D. Yalom
0140621873,The American (Penguin Popular Classics),1995,429,Henry James
8420646032,"Horror de Dunwich, El",1994,892,H. P. Lovecraft
8495501090,El ocho,2001,1816,Katherine Neville
8495501198,Memorias de una geisha,2001,183,Arthur Golden
8423333213,El Hereje,2002,4334,Miguel Delibes
0060119071,People of Darkness,1980,129,Tony Hillerman
0875963234,The Men's Health Guide To Peak Conditioning,1997,4335,Richard Laliberte
0449911462,Think and Grow Rich,1996,4336,Napoleon Hill
0931580587,Ain't Nobody's Business If You Do : The Absurdity of Consensual Crimes in Our Free Country,1996,2407,Peter McWilliams
0312123337,Lost Rights : The Destruction of American Liberty,1995,4337,James Bovard
0965603695,The Great Libertarian Offer,2000,4338,Harry Browne
0068596022,Restoring the American dream,1979,4339,Robert J Ringer
0066620732,Just for Fun: The Story of an Accidental Revolutionary,2002,4340,Linus Torvalds
0525446052,The Big Book for Peace,1990,2780,Lloyd Alexander
0440417449,I Love You So Much,2002,4341,Carl Norac
8433925180,El Antropologo Inocente,1998,4342,Nigel Barley
8478444211,El Baron Rampante,1999,2420,Italo Calvino
970651452X,El Dominico Blanco,2001,4343,Gustav Meyrink
0613282728,Adivina Cuanto Te Quiero/Guess How Much I Love You,2000,4344,Sam McBratney
8408042467,Mi Corazon Que Baila Con Espigas,2003,4345,Carmen Rigalt
8484504336,Antologias de Las Mejores Poesias,2001,4346,Luis Maria Anson
8495002175,La Atlántida,2000,4347,Carlos Barcelo
8483101610,"Soldados De Salamina (Coleccion Andanzas, 433)",2001,2806,Javier Cercas
8472236994,Los Novios Bulgaros/the Bulgarian Boyfriends (Colección Andanzas),1993,4348,Eduardo Mendicutti
0802130119,The Master and Margarita,1987,4349,Mikhail Bulgakov
0440224705,Hard Time (V.I. Warshawski Novels (Paperback)),2000,2646,SARA PARETSKY
0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),2003,536,Janet Evanovich
045120994X,Fear of Flying,2003,1243,Erica Jong
0345459202,Big Stone Gap,2003,1239,Adriana Trigiani
0312955731,White Shark,1995,2481,Peter Benchley
0553205803,Even Cowgirls Get the Blues,1981,4350,Thomas Robbins
0553541633,Diary of a Young Girl,1993,276,Anne Frank
0684800713,Sun Also Rises,1995,567,Ernest Hemingway
1566840287,The Christmas Box (Christmas Box Trilogy),1993,609,Richard Paul Evans
0062500260,Medicine Woman,1983,4351,Lynn V. Andrews
0380793229,"The Isle of Battle : Book Two of the Swans' War (The Swqans' War, Book 2)",2003,4352,Sean Russell
0345304659,The Nirvana Blues,1983,4353,John Nichols
0786888083,Confessions of a Dangerous Mind : An Unauthorized Autobiography,2002,4354,Chuck Barris
0345344464,Milagro Beanfield War,1990,4355,John Treadwell Nichols
0374115540,Borderliners,1994,696,Peter Hoeg
0671718436,Shampoo Planet,0,2331,Douglas Coupland
0684163268,Old Man and the Sea,1979,567,Ernest Hemingway
1400031346,The No. 1 Ladies' Detective Agency,2002,1049,Alexander McCall Smith
0754101495,In Endless Strife,1998,4356,Louise Gherasim
0446524131,Something More: Excavating Your Authentic Self,1998,542,Sarah Ban Breathnach
0446612626,Reversible Errors,2003,8,Scott Turow
1565076613,Meet Me for Coffee,1998,4357,Holly Halverson
0316781142,The Last Time They Met : A Novel,2001,114,Anita Shreve
0609801279,The Law of Love,1997,618,Laura Esquivel
3257230915,Tagebuch 1920.,1998,4358,Isaak Babel
2035877393,Illusion Comique,1998,4359,Pierre Corneille
2290301531,Plus fort que la haine,2000,4360,Tim Guenard
2070374874,Cyrano De Bergerac (Collection Folio),2003,4361,E. Rostand
0060008024,Angels,2002,1126,Marian Keyes
3442725577,,2002,4362,Hakan Nesser
051511264X,Prime Witness,1994,4279,Steven Paul Martini
0425052028,The Confessions of Phoebe Tyler,1982,4363,Ruth Warrick
0330491199,The Hitch Hiker's Guide to the Galaxy (The Hitch Hiker's Guide to the Galaxy),2002,154,Douglas Adams
0373709323,"Cathryn (Circle Of Friends) (Superromance, 932)",2000,4364,Shannon Waverly
0373710062,"First Daughter (The First Family Of Texas) (Harlequin Superromance, No. 1006)",2001,4365,K. N. Casper
0782141676,"CCNA: Cisco Certified Network Associate Study Guide, Third Edition",2002,2289,Todd Lammle
0399526609,Lose Your Love Handles: A 3-Step Program to Streamline Your Waist in 30 Days,2001,4366,MacKie Shilstone
0345389417,Servant of the Bones,1998,493,Anne Rice
0425147584,Debt of Honor (Jack Ryan Novels),1997,123,Tom Clancy
0451177037,Suspicion of Guilt,1996,1583,Barbara Parker
0373710291,"Cowboy For Clementine (Home On The Ranch) (Harlequin Superromance, No. 1029)",2001,4367,Susan Floyd
0451406079,Black Wolf,1995,4368,Tom Wilson
0373471564,Rafferty'S Choice (Born In The Usa) (Born in the USA),1997,2902,Dallas Schulze
0373710267,"Charlotte Moore (Girlfriends) (Harlequin Superromance, No. 1026)",2001,1532,Judith Bowen
037370870X,"Dream Baby (By The Year 2000: Baby) (Harlequin Superromance, No. 870)",1999,4369,Ann Evans
0373709307,"That Summer Thing (Riverbend) (Superromance, 930)",2000,1527,Pamela Bauer
0373708726,"His Brother'S Bride (Men Of Glory) (Harlequin Superromance, No. 872)",1999,1532,Judith Bowen
0373710283,"Daughter Of Oklahoma (Hometown U.S.A.) (Harlequin Superromance, No. 1028)",2001,4370,Darlene Graham
0373710054,"My Private Detective (Count On A Cop) (Superromance, 1005)",2001,777,Rebecca Winters
0373710356,"14 Valentine Place (Harlequin Superromance, No. 1035)",2002,1527,Pamela Bauer
037371002X,"Married In Montana (Big Sky Country) (Harlequin Superromance, No. 1002)",2001,4371,Lynnette Kent
0373710259,"True Heart (9 Months Later) (Harlequin Superromance, No. 1025)",2001,4372,Peggy Nicholson
0373710275,"Just Around The Corner (Shelter Valley Stories) (Harlequin Superromance, No. 1027)",2001,4373,Tara Taylor Quinn
0373484380,Gifts of Fortune (3 Novels in 1),2001,3278,Barbara Boswell
0795151314,Dancing in Light,2002,4374,Claire Foshee
0940863332,On the Threshold of a Dream Volume 2,1990,4375,Alisa M. Hoffman
1565924975,VI Editor Pocket Reference,1998,4376,Arnold Robbins
0684853523,On Writing,2000,120,Stephen King
0060193395,Body for Life: 12 Weeks to Mental and Physical Strength,1999,4377,Bill Phillips
0446363669,The Doomsday Conspiracy,1992,412,Sidney Sheldon
0373471645,"Intrusive Man  (Born In The Usa) (Born in the USA, Indiana)",1997,4378,Lass Small
0373710208,"Zoey Phillips (Girlfriends) (Harlequin Superromance, No. 1020)",2001,1532,Judith Bowen
0373710186,"Fire Within (America'S Bravest) (Harlequin Superromance, No. 1018)",2001,4379,Kathryn Shay
0373484518,Midnight Clear (3 Novels in 1),2001,2598,Debbie Macomber
0373710216,"We Saw Mommy Kissing Santa Claus (Harlequin Superromance, No. 1021)",2001,4380,Brenda Novak
0373710070,"Two Much Alike (Twins) (Harlequin Superromance, No. 1007)",2001,1527,Pamela Bauer
0345339495,Nerilka's Story (Dragonriders of Pern (Paperback)),1995,373,Anne McCaffrey
0671525433,Dark Angel,1986,1013,V.C. Andrews
0060675357,The spiral dance: A rebirth of the ancient religion of the great goddess,1979,1932,Starhawk
0345302575,The Smoke Ring,1990,2084,Larry Niven
0812571231,Elvenborn (Halfblood Chronicles),2003,3962,Andre Norton
0345386868,"Echoes of the Well of Souls (Watchers at the Well, Book 1)",1994,4381,Jack L. Chalker
0151002444,The Hidden Encyclical of Pius XI,1997,4382,Georges Passelecq
0312152000,Renaissance Moon: A Novel,1997,4383,Linda Nevins
0452283442,The Darwin Awards: Evolution in Action,2002,2785,Wendy Northcutt
0440918022,"Dragon's Blood (Pit Dragons, Book 1)",1984,511,Jane Yolen
1853260274,Gulliver's Travels (Wordsworth Classics),1997,4384,Jonathan Swift
081254949X,Ladylord,1997,4385,Sasha Miller
0345404319,Taltos: Lives of the Mayfair Witches,1996,493,Anne Rice
0671721887,The SPIRIT RING,1993,1418,Lois McMaster Bujold
0671682830,HEAVEN (Casteel Saga (Paperback)),1989,1013,V.C. Andrews
0688086888,"And Eternity (Incarnations of Immortality Series, Book 7)",1990,163,Piers Anthony
0312864663,Dream a Little Dream,1999,163,Piers Anthony
0812510488,The Season of Passage,1993,2813,Christopher Pike
0345441494,The Devil's Cup: A History of the World According to Coffee,2003,4386,Stewart Lee Allen
8420636282,El Principito,2002,4387,Antoine De Saint-Exupery
0609609017,Ten Poems to Change Your Life,2001,4388,Roger Housden
2253041939,,1987,2294,Amin Maalouf
2020326450,,1997,4389,Pierre Desproges
0671015583,The Extra Man (Contemporary Classics (Washington Square Press)),1999,4390,Jonathan Ames
0140248943,Canadian Revolution From Deference to De,0,4391,Peter C Newman
1894770099,Strike the Wok: An Anthology of Comtemporary Chinese Canadian Fiction,2003,4392,Lien Chao
0571057063,T.S. Eliot - Selected Poems,1961,4393,T.S. Eliot
0670887315,Disgrace,1999,2425,J. M. Coetzee
0425098451,N or M?,1996,1349,Agatha Christie
0804105138,Night Magic,1990,3043,Charlotte Vale Allen
0671664921,SATISFACTION,1988,4394,Rae Lawrence
0938665650,The Arctic to the Antarctica: Arctic Tern Sails the Americas,2000,4395,Mladen Sutej
0553572245,Riding Shotgun,1997,974,Rita Mae Brown
0373834756,Mistletoe Miracles (3 Novels in 1),2001,1173,Betty Neels
1568652895,Homecoming,1997,627,Janet Dailey
0786885912,The Lobster Chronicles : Life On a Very Small Island,2003,3517,Linda Greenlaw
0307101479,The Three Bears (First Little Golden Book),2000,4396,Carol North
0061000299,Listening Woman (Joe Leaphorn Novels),1990,129,Tony Hillerman
0380731207,The Night of Four Hundred Rabbits,2002,771,Elizabeth Peters
1550130684,The Lighthearted Cookbook: Recipes for Healthy Heart Cooking,1988,4397,Anne Lindsay
0471142425,The Html Sourcebook: A Complete Guide to Html 3.0,1996,4398,Ian S. Graham
0440413281,"Bud, Not Buddy (Newbery Medal Winner, 2000)",2002,4399,Christopher Paul Curtis
0345432479,Crazy in Alabama,1999,3999,Mark Childress
0446609560,The Hook,2001,4271,Donald E. Westlake
0449912108,The Witches of Eastwick,1996,1449,John Updike
0531150011,The Angel's Dictionary: A Modern Tribute to Ambrose Bierce,1986,4400,Edmund H. Volkart
067940712X,One True Thing,1994,4401,Anna Quindlen
1896300421,Dispatches from a Borderless World,1999,4402,Satya Das
188259312X,Patty Janes House of Curl,1995,182,Lorna Landvik
0609810030,Love Stories of World War II,2002,1024,Larry King
0670894699,The Florabama Ladies Auxiliary and Sewing Circle,2001,1247,Lois Battle
0452283086,The Cross-Country Quilters,2002,4403,Jennifer Chiaverini
0553573292,Bright Messengers (A Novel Set in the Rama Universe),1996,2490,Gentry Lee
0448168278,Disney's World of Riddles,1979,4404,Weigle
0679810528,"Wild, Wild Wolves (Step-Into-Reading, Step 3)",1992,4405,Joyce Milton
0061000035,The Dark Wind (Jim Chee Novels),1990,129,Tony Hillerman
038081093X,Excavation,2000,1441,James Rollins
2910188132,L'effet pervers: Le naufrage des démocraties,1994,4406,Michel Collin
0684867974,Take the Cannoli : Stories From the New World,2000,4407,Sarah Vowell
0060924349,Maybe the Moon : A Novel,1993,497,Armistead Maupin
0373289170,Devil Earl (Harlequin Historical),1996,4408,Deborah Simmons
0671627759,RIDE THUNDER,1986,627,Janet Dailey
0440225116,Secrecy,1998,1301,BELVA PLAIN
0316171638,Tangled Vines,1993,627,Janet Dailey
0440214009,Treasures,1993,188,Belva Plain
8483100959,Una Mujer Dificil,1999,285,John Irving
8479019395,Amarse Con Los Ojos Abiertos / To Love With Eyes Wide Open,2003,2808,Jorge Bucay
8433966324,Sostiene Pereira,1999,2349,Antonio Tabucchi
342312203X,,1996,4409,Rafik Schami
3257211945,Das Hotel New Hampshire,1998,285,John Irving
3499156717,PanAroma. Jitterbug Perfume.,1985,1105,Tom Robbins
3442448387,Der Gott Der Kleinen Dinge,0,180,Arundhati Roy
3257231008,Vendetta. Commissario Brunettis vierter Fall.,1998,2071,Donna Leon
0330346261,Acqua Alta,0,2071,Donna Leon
0671743481,The University of Chicago Spanish - English English - Spanish Dictionary,1991,4410,Carlos Castillo
067187876X,Armageddon,1998,4411,Billie Sue Mosiman
0140320431,Charlie and the Great Glass Elevator (Puffin Story Books),1975,290,Roald Dahl
0743471520,Thraxas,2003,4412,Martin Scott
044166251X,"Phule's Company (Phule's Company, No 1)",1990,982,Robert Asprin
0713724048,"Time Travel: Fact, Fiction, &amp; Possibility",1995,4413,Jenny Randles
0006727492,Berry Moon,1988,4414,Will Gatti
0440999197,The Young Unicorns (Laurel Leaf Books),1989,2235,MADELEINE L'ENGLE
0471062189,Small Business Management (The Wiley Series in Management),1981,4415,Hal B. Pickle
0375758453,Without Reservations : The Travels of an Independent Woman,2002,4416,ALICE STEINBACH
0843950552,The Infinite (Leisure Horror),2002,4417,Doug Clegg
0553560719,"Dark Force Rising (Star Wars: The Thrawn Trilogy, Vol. 2)",1998,3060,Timothy Zahn
0451168615,Skeleton Crew,1986,120,Stephen King
0028617363,The Complete Idiot's Guide to Chess,1997,4418,Patrick Wolff
0886779146,My Favorite Horror Story,2000,4419,Mike Baker
0385334206,Breakfast of Champions,1999,1155,Kurt Vonnegut
0671027492,"Ghost Roads  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 2)",1999,1519,Christopher Golden
1853260010,Wuthering Heights (Wordsworth Classics),1997,804,Emily Bronte
0449220605,"He, She and It",1993,3996,Marge Piercy
0553379267,A Canticle for Leibowitz (Bantam Spectra Book),1997,4420,Walter M. Miller Jr.
1853260002,Pride &amp; Prejudice (Wordsworth Classics),1997,42,Jane Austen
1853260614,Dr. Jekyll &amp; Mr. Hyde (Wordsworth Classics),1997,1270,Robert Louis Stevenson
0553560735,Red Mars (Mars Trilogy),1993,1118,Kim Stanley Robinson
0671027506,"Sons of Entropy  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 3)",1999,1519,Christopher Golden
0671024345,"Out of the Madhouse  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 1)",1999,1519,Christopher Golden
0345384229,The Transition of H. P. Lovecraft: The Road to Madness,1996,892,H. P. Lovecraft
0449006883,Magic Terror: Seven Tales,2001,499,Peter Straub
0060952822,The Simpsons Guide to Springfield,1998,3941,Matt Groening
0553106651,Seize the Night,1998,395,DEAN KOONTZ
0671025538,The TITANIC DISASTER HEARINGS,1998,4421,Tom Kuntz
0345413997,The Door into Summer,1997,75,Robert A. Heinlein
1853260444,The Moonstone (Wordsworth Classics),1997,1097,Wilkie Collins
1853260770,Woman in White (Wordsworth Collection),1998,1097,Wilkie Collins
0312863853,Robert Bloch: Appreciations of the Master,1997,3226,Richard Matheson
0671026291,"The Xander Years, Volume 1",1999,4422,Keith R.A. DeCandido
0425099334,Shattered,1993,45,Dean R. Koontz
3442541425,Anderer Leute Dreck. Die gewissenhaften Aufzeichnungen einer Putzfrau.,2000,4423,Louise Rafkin
8501012076,Cem Anos De Solidao,0,4424,Gabr Garcia Marquez
067972205X,The Story of a Shipwrecked Sailor,1989,3057,GABRIEL GARCIA MARQUEZ
0446912069,The Celestine Prophecy : A Pocket Guide to the Nine Insights,1996,1743,James Redfield
0802112803,October Eight O'Clock,1992,4425,Norman Manea
0399135847,Billy,1990,3510,Whitley Strieber
0813517508,The Cruz Chronicle: A Novel (Rutgers Press Fiction),1991,4426,Henry H. Roth
067978148X,The Rules of Attraction,1998,4427,Bret Easton Ellis
0871135701,Burmese Looking Glass: A Human Rights Adventure and a Jungle Revolution,1994,4428,Edith T. Mirante
1551667479,The Other Twin,2003,4429,Katherine Stone
0671027115,Lily of the Valley,2000,2685,Suzanne Strempek Shea
0671785141,MY OWN COUNTRY : A DOCTOR'S STORY OF A TOWN AND ITS PEOPLE IN THE AGE OF AIDS,1994,4430,Abraham Verghese
006000777X,The Lies That Bind,2002,4431,Edward Deangelo
0671891650,PRETTY BOY FLOYD,1994,61,Larry McMurtry
0060391022,A Village Affair,1989,178,Joanna Trollope
1577330080,Compassion for All Creatures: An Inspirational Guide for Healing the Ostrich Syndrome,1997,4432,Janice Gray Kolb
0786711035,Beasts,2002,3286,Joyce Carol Oates
0618263276,Special : A Novel,2003,4433,Bella Bathurst
0684853507,BAG OF BONES : A NOVEL,1998,120,Stephen King
0385492235,An Invisible Sign of My Own,2000,4434,Aimee Bender
0761516735,You Can Save the Animals: 251 Ways to Stop Thoughtless Cruelty,1999,2194,Ingrid Newkirk
0060931353,Cowboy : A Novel,2000,4435,Sara Davidson
0345407083,Do Unto Others,2000,4436,Kristin Lattany
